iter	Logloss
215	0.254556513
216	0.2543990853
217	0.2541906846
218	0.253933176
219	0.253678112
220	0.2534430388
221	0.25281637
222	0.2526276523
223	0.2523591523
224	0.2517886896
225	0.251140346
226	0.2497024373
227	0.2495395049
228	0.2484613586
229	0.2483299878
230	0.2475626589
231	0.2472894148
232	0.2466065942
233	0.2465171245
234	0.2460932973
235	0.2451992875
236	0.24473604
237	0.2441478862
238	0.2437412432
239	0.2435516563
240	0.2423156115
241	0.2417936591
242	0.2415371102
243	0.2407281157
244	0.2403023691
245	0.2400205058
246	0.2391180216
247	0.2384336619
248	0.237902203
249	0.2376285605
250	0.2374576789
251	0.23731385
252	0.2370956349
253	0.2368991672
254	0.2366899335
255	0.236604882
256	0.2363180391
257	0.2361136039
258	0.2354673608
259	0.2353430881
260	0.2352480774
261	0.235154805
262	0.2348963186
263	0.2347845946
264	0.234574365
265	0.2344274578
266	0.2340729285
267	0.2336466569
268	0.2335397313
269	0.2333463781
270	0.233205211
271	0.2330409567
272	0.232775861
273	0.2325186241
274	0.2323575024
275	0.2322101244
276	0.2316298111
277	0.2313649327
278	0.2310513448
279	0.2305786271
280	0.2305098905
281	0.2302901001
282	0.229865259
283	0.2296925303
284	0.2294144152
285	0.2292285585
286	0.2289620324
287	0.228093174
288	0.22777486
289	0.227683996
290	0.2275090944
291	0.2274492487
292	0.2272064073
293	0.2270417546
294	0.2269099492
295	0.2268230688
296	0.2261638062
297	0.2261207101
298	0.2259385655
299	0.2256585672
300	0.2255639911
301	0.2254927375
302	0.2253999541
303	0.225351661
304	0.2251914085
305	0.2251376288
306	0.2248999843
307	0.2244823138
308	0.2242971633
309	0.2241225876
310	0.2236531836
311	0.2235663756
312	0.2234164263
313	0.223226767
314	0.2231395607
315	0.2229590458
316	0.2227061908
317	0.2225937968
318	0.2223101408
319	0.2222571941
320	0.2220891915
321	0.2219243578
322	0.2218802657
323	0.2217955039
324	0.221722512
325	0.2216657627
326	0.2214773166
327	0.2213378336
328	0.2211488081
329	0.2210238654
330	0.2208346226
331	0.2207418934
332	0.22029009
333	0.2199767375
334	0.2199378604
335	0.2198527546
336	0.2197469155
337	0.2196722577
338	0.2193069906
339	0.2190596404
340	0.2185981494
341	0.2183104192
342	0.2181534804
343	0.2180184518
344	0.2179073072
345	0.2178336816
346	0.2177943518
347	0.2175288034
348	0.2173432727
349	0.2171112777
350	0.216868708
351	0.2165724853
352	0.2165166957
353	0.21648479
354	0.216450458
355	0.2163754562
356	0.2162994585
357	0.216193728
358	0.215862286
359	0.21544438
360	0.2153494236
361	0.2149514723
362	0.2148771948
363	0.2148109209
364	0.2146968428
365	0.214601307
366	0.2145139739
367	0.2142120292
368	0.2135166781
369	0.2134532652
370	0.2131443129
371	0.2130423126
372	0.2129317293
373	0.2128879994
374	0.2127864518
375	0.2124444711
376	0.2122849973
377	0.2122259664
378	0.212153898
379	0.2120954285
380	0.2119797027
381	0.2119243476
382	0.211501788
383	0.2111361588
384	0.2109857568
385	0.2107260391
386	0.210688665
387	0.2106160172
388	0.2104617221
389	0.2101668031
390	0.2100676458
391	0.2098442701
392	0.2097760224
393	0.2095408767
394	0.2094412305
395	0.2089887027
396	0.2085444321
397	0.2084832826
398	0.2084249941
399	0.2081274858
400	0.2078806969
401	0.2077238306
402	0.2075464663
403	0.2073366714
404	0.2071159756
405	0.2069388287
406	0.2067596537
407	0.2067123928
408	0.2066204966
409	0.2065954175
410	0.2064565863
411	0.2064021186
412	0.2063180267
413	0.2062507026
414	0.2061649267
415	0.2060900517
416	0.2060362358
417	0.2059659239
418	0.2059120718
419	0.2058467938
420	0.2057793067
421	0.2056847668
422	0.205606234
423	0.2055731332
424	0.2054850396
425	0.2054604676
426	0.2054350626
427	0.2053665976
428	0.2053066071
429	0.2051081837
430	0.205034721
431	0.2049563874
432	0.2049247896
433	0.2046443749
434	0.2046062583
435	0.2045065939
436	0.2044526513
437	0.2042992616
438	0.2042665411
439	0.204233893
440	0.2041200866
441	0.2039785212
442	0.2038306181
443	0.2037600707
444	0.2037078121
445	0.2036077675
446	0.2035813484
447	0.2035611041
448	0.2035119238
449	0.2033517799
450	0.2033274433
451	0.2032159727
452	0.2031577929
453	0.2029611622
454	0.2029029462
455	0.2028441145
456	0.2026814355
457	0.2024881185
458	0.2024158147
459	0.202392311
460	0.2023326102
461	0.2022421445
462	0.2021551916
463	0.2020364056
464	0.2016394683
465	0.2016177029
466	0.2015715828
467	0.2014157123
468	0.2013881887
469	0.2012445952
470	0.2011981854
471	0.2011717301
472	0.2011140936
473	0.2010885256
474	0.2006469349
475	0.2005990764
476	0.2003888468
477	0.2002869552
478	0.2002506856
479	0.2002335377
480	0.2001981192
481	0.2000987626
482	0.200029338
483	0.1999962735
484	0.1999812622
485	0.1999301806
486	0.1997952607
487	0.1997642966
488	0.1997330791
489	0.1994459102
490	0.199270067
491	0.1992470703
492	0.1991757082
493	0.1990547492
494	0.1989462121
495	0.1988695987
496	0.1988307397
497	0.198535006
498	0.1985090577
499	0.198492109
500	0.1984584107
501	0.1984165821
502	0.1983832278
503	0.1982626129
504	0.1982248947
505	0.1980505726
506	0.1980181599
507	0.1979071602
508	0.1978665448
509	0.1978038743
510	0.1977732543
511	0.1977011135
512	0.1976615302
513	0.1975885021
514	0.1974647365
515	0.1972727413
516	0.1971070384
517	0.197073992
518	0.1969439792
519	0.1969021144
520	0.1967214364
521	0.1967042704
522	0.1966273673
523	0.1964525563
524	0.1964145303
525	0.1963030597
526	0.1958013154
527	0.1955776862
528	0.1955516656
529	0.1955337752
530	0.1954408831
531	0.1953589099
532	0.1953260264
533	0.1952903182
534	0.1951038096
535	0.1950501205
536	0.1949038833
537	0.194779502
538	0.1945411694
539	0.1945146236
540	0.1944332479
541	0.1944029719
542	0.194319876
543	0.1941517286
544	0.1940427569
545	0.1939953873
546	0.1937606219
547	0.1937278652
548	0.1936492962
549	0.193636295
550	0.1934964135
551	0.1933753278
552	0.1933278134
553	0.1932940065
554	0.1932666277
555	0.1931214045
556	0.1930783446
557	0.1930268646
558	0.1929932388
559	0.1929752036
560	0.1929074991
561	0.1927606644
562	0.1927358931
563	0.1925918289
564	0.1925245047
565	0.1923286526
566	0.1922255477
567	0.1921644164
568	0.1920564406
569	0.19199645
570	0.1918274153
571	0.1918004169
572	0.1917823635
573	0.1917586244
574	0.1917448989
575	0.1917211235
576	0.1915942796
577	0.1915639131
578	0.191505172
579	0.1914945066
580	0.1914660233
581	0.1914547603
582	0.1912954313
583	0.1912387907
584	0.191187202
585	0.191167012
586	0.1911349253
587	0.1910385565
588	0.1909261081
589	0.1908918485
590	0.1908689423
591	0.190790826
592	0.1906319135
593	0.190601203
594	0.1905159885
595	0.1904970117
596	0.1904874508
597	0.1904083567
598	0.190392585
599	0.1903489275
600	0.1903126217
601	0.1902936449
602	0.1902461667
603	0.1902329662
604	0.1902005174
605	0.1901549767
606	0.1899917183
607	0.1899669108
608	0.1898688399
609	0.189796844
610	0.1897777405
611	0.1897490942
612	0.1895852926
613	0.1895721827
614	0.1895337221
615	0.1893909615
616	0.1893736506
617	0.1890990665
618	0.1890599903
619	0.188979864
620	0.1889118337
621	0.1888501048
622	0.188841232
623	0.1886146332
624	0.1885850815
625	0.1884254628
626	0.1884019591
627	0.1883596234
628	0.1883483605
629	0.1882078453
630	0.1881860256
631	0.1880545099
632	0.1880261896
633	0.1880145101
634	0.1879136144
635	0.1879004321
636	0.1878906359
637	0.1878210301
638	0.1877953716
639	0.1877869697
640	0.1877253494
641	0.1877041635
642	0.1874654869
643	0.1874171214
644	0.1874060757
645	0.1873589416
646	0.1872172675
647	0.1871957556
648	0.1871828087
649	0.1871033886
650	0.1870873272
651	0.1868610723
652	0.186786813
653	0.1867394072
654	0.1864787298
655	0.1864679738
656	0.1863772908
657	0.1863602697
658	0.1863520126
659	0.1863298126
660	0.1862985408
661	0.186189062
662	0.18617492
663	0.1860862288
664	0.1860174742
665	0.1858856144
666	0.1858755103
667	0.1858289013
668	0.185821441
669	0.185784773
670	0.1856446381
671	0.1856321981
672	0.1856216595
673	0.1855986266
674	0.1854855807
675	0.1854267309
676	0.1854073376
677	0.1853982295
678	0.1853296378
679	0.1853224128
680	0.1853099186
681	0.1852928612
682	0.1851669226
683	0.1851609652
684	0.1851454289
685	0.185078829
686	0.1850651578
687	0.185053587
688	0.18504131
689	0.184895109
690	0.1848696678
691	0.1848527372
692	0.1848147112
693	0.1847837109
694	0.1847207869
695	0.1847065724
696	0.1846681118
697	0.1846302306
698	0.1845900136
699	0.1845791128
700	0.1845383344
701	0.1844616848
702	0.1844523775
703	0.1844059496
704	0.184396262
705	0.1843871901
706	0.1843717986
707	0.1843646642
708	0.1843512645
709	0.1842939901
710	0.184200428
711	0.1841832982
712	0.184157531
713	0.184090569
714	0.1840649648
715	0.1840048475
716	0.1839908503
717	0.1839821224
718	0.1838844861
719	0.1838753417
720	0.1838003943
721	0.1837202137
722	0.1837109064
723	0.1837047498
724	0.18367652
725	0.1835434832
726	0.1834564942
727	0.1834320308
728	0.1833825064
729	0.1833732353
730	0.183358206
731	0.1831777453
732	0.1831701583
733	0.1829173758
734	0.1829014773
735	0.1828882587
736	0.1827339274
737	0.182728151
738	0.1826707136
739	0.1826020133
740	0.1825914566
741	0.1825828011
742	0.182567971
743	0.182506061
744	0.1824981298
745	0.1824908506
746	0.1824809638
747	0.182463834
748	0.1824418513
749	0.1822113412
750	0.1822046957
751	0.1821907347
752	0.1820743027
753	0.18201462
754	0.1819155169
755	0.1818592384
756	0.1817115707
757	0.1816863287
758	0.1815933641
759	0.1815805801
760	0.1815017395
761	0.1814907844
762	0.1814707936
763	0.1814131027
764	0.1813908122
765	0.1813716181
766	0.1813649183
767	0.1813421207
768	0.1812120899
769	0.1812026558
770	0.1811633985
771	0.1810846122
772	0.1810732406
773	0.1810530687
774	0.1810453729
775	0.1809633454
776	0.1809451834
777	0.1809332686
778	0.1809178952
779	0.1808679544
780	0.180856945
781	0.1808476014
782	0.1808384933
783	0.1807779233
784	0.1807704991
785	0.1807515223
786	0.1807446052
787	0.1807216991
788	0.1807140214
789	0.1806349635
790	0.1806195721
791	0.1805434476
792	0.1805355164
793	0.1804822438
794	0.1804121673
795	0.1803556172
796	0.1803247255
797	0.1802966406
798	0.1802888362
799	0.1802233772
800	0.1802162065
801	0.1801851157
802	0.1801746857
803	0.1801678411
804	0.1801095526
805	0.1801021285
806	0.1800831698
807	0.1800096166
808	0.1799951486
809	0.1799892636
810	0.1799805539
811	0.179927408
812	0.1799040672
813	0.1798595044
814	0.1798526778
815	0.1798452718
816	0.1798175852
817	0.1797935745
818	0.1796931677
819	0.179683625
820	0.1796648111
821	0.1796582743
822	0.1796480073
823	0.179641235
824	0.1796313664
825	0.1795841417
826	0.1795530146
827	0.1795405747
828	0.1795310863
829	0.1794585109
830	0.1794410914
831	0.1794355686
832	0.1794247583
833	0.1794175334
834	0.1793062439
835	0.1793001597
836	0.1792913775
837	0.1792814727
838	0.1792733242
839	0.1792634375
840	0.179193705
841	0.1791880916
842	0.1791812107
843	0.1791150817
844	0.179102352
845	0.1790808945
846	0.1790627144
847	0.1790550005
848	0.1790484456
849	0.1790270605
850	0.1790095323
851	0.1790025246
852	0.1788968123
853	0.1788866539
854	0.1788717876
855	0.1788650877
856	0.1788558528
857	0.1788447529
858	0.1787761974
859	0.1787599367
860	0.1787523134
861	0.1787467544
862	0.1787368495
863	0.1786820739
864	0.1786765692
865	0.1786695616
866	0.1786630428
867	0.1785960808
868	0.1785057419
869	0.1784970683
870	0.1784896985
871	0.1784756289
872	0.1784210525
873	0.178410043
874	0.17840213
875	0.1783878431
876	0.1783826643
877	0.1783552675
878	0.1783511208
879	0.1783440226
880	0.1783367253
881	0.1783024656
882	0.1782911302
883	0.1782858066
884	0.1782579752
885	0.178250714
886	0.1782368255
887	0.1782250736
888	0.1781583108
889	0.17813832
890	0.1781237433
891	0.1781146171
892	0.1780681529
893	0.1780514939
894	0.1780457538
895	0.1780401404
896	0.1779582396
897	0.1778875836
898	0.1778749626
899	0.1778453204
900	0.1778328986
901	0.1778275387
902	0.1778096303
903	0.1777928445
904	0.1777863439
905	0.1777649045
906	0.1777589108
907	0.1777158328
908	0.1777095494
909	0.1776977071
910	0.1776908443
911	0.1776830037
912	0.1776682097
913	0.1776562949
914	0.1776024971
915	0.1775811301
916	0.1775733076
917	0.1775640365
918	0.1775342857
919	0.1775249965
920	0.1775187313
921	0.1775038649
922	0.1774972375
923	0.177491606
924	0.1774840733
925	0.1774750919
926	0.1774524211
927	0.1774416833
928	0.1773328565
929	0.1773244545
930	0.1772941786
931	0.1772824991
932	0.1772674336
933	0.1772110645
934	0.1771495348
935	0.1771396662
936	0.1771305037
937	0.1770827539
938	0.1770658595
939	0.1770607531
940	0.1770474802
941	0.1770425368
942	0.1770260951
943	0.1769638592
944	0.1769115463
945	0.1769072548
946	0.1769044481
947	0.176897368
948	0.1768909941
949	0.1768863042
950	0.1768762183
951	0.1768661142
952	0.1768603922
953	0.1768546702
954	0.1768504511
955	0.1768415422
956	0.1768362547
957	0.1767913659
958	0.1767457528
959	0.1767328964
960	0.1767273736
961	0.176716509
962	0.17671095
963	0.176705916
964	0.1766973873
965	0.17668741
966	0.1766750969
967	0.1766633812
968	0.17665813
969	0.1766187278
970	0.1766157038
971	0.1766074468
972	0.1765434906
973	0.1764930609
974	0.1764904896
975	0.1764260083
976	0.176387421
977	0.1763806668
978	0.1763619616
979	0.1763569096
980	0.1763201149
981	0.1762965388
982	0.1762844248
983	0.1762593457
984	0.1762411838
985	0.1762172636
986	0.1762123745
987	0.1762063809
988	0.1761943574
989	0.1761884
990	0.1761833299
991	0.1761769198
992	0.1761173457
993	0.1761061371
994	0.1761003969
995	0.1760942222
996	0.1760892064
997	0.1760837379
998	0.1760770019
999	0.1760664814
